tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,time
-3.1,-8.1,1.9,0.0,0.0,300.0,21.5,50.0,1012.3,2020-12-02
-0.9,-2.5,0.8,0.0,10.0,239.0,15.8,48.0,1010.2,2020-12-03
-3.5,-7.2,0.2,2.6,10.0,346.0,14.9,55.0,1010.0,2020-12-04
-5.6,-8.0,-3.1,0.0,40.0,5.0,17.3,35.0,1021.1,2020-12-05
-7.9,-10.7,-4.8,0.0,265.78512396694214,359.0,10.7,45.0360435875943,1020.1,2020-12-06
-7.9,-10.4,-3.4,0.0,0.0,351.0,16.4,33.0,1017.9,2020-12-07
-7.3,-14.1,-0.4,0.2,0.0,256.0,14.3,35.0,1012.6,2020-12-08
-0.2,-1.0,0.6,0.6,10.0,282.0,11.3,32.0,1004.0,2020-12-09
-0.3,-1.6,1.1,0.0,10.0,227.0,11.3,45.0360435875943,1016.0,2020-12-10
-1.7,-5.1,1.7,0.0,10.0,37.0,17.5,37.0,1017.8,2020-12-11
-7.2,-9.1,-5.2,22.6,20.0,38.0,35.7,67.0,1017.3,2020-12-12
-10.7,-13.3,-8.1,0.2,190.0,295.0,16.7,50.0,1016.3,2020-12-13
-8.4,-13.8,-3.0,1.1,190.0,253.0,19.6,52.0,1014.8,2020-12-14
-16.7,-19.8,-13.6,0.0,190.0,315.0,10.1,45.0360435875943,1031.6,2020-12-15
-16.7,-19.9,-13.4,0.0,190.0,76.0,16.1,33.0,1031.1,2020-12-16
-13.7,-18.2,-9.1,0.0,80.0,48.0,17.5,45.0360435875943,1026.2,2020-12-17
-10.5,-17.1,-3.9,0.0,80.0,112.0,13.9,35.0,1028.9,2020-12-18
-1.2,-4.8,0.0,2.5,180.0,164.0,18.8,39.0,1018.9,2020-12-19
0.1,-0.7,0.8,4.0,150.0,181.0,17.3,39.0,1008.1,2020-12-20
-1.4,-2.6,-0.2,0.6,200.0,229.0,8.9,45.0360435875943,1004.4,2020-12-21
-6.2,-10.3,-2.1,0.0,180.0,308.0,14.0,39.0,1015.2,2020-12-22
-1.7,-7.7,4.0,1.0,190.0,159.0,29.9,61.0,1012.6,2020-12-23
0.6,-4.0,5.1,10.1,150.0,202.0,25.2,61.0,1000.6,2020-12-24
-9.3,-14.5,-4.0,4.8,150.0,344.0,21.2,54.0,1003.4,2020-12-25
-13.3,-15.0,-11.6,2.4,300.0,286.0,9.4,45.0360435875943,1007.5,2020-12-26
-9.5,-13.9,-5.0,3.8,160.0,152.0,12.2,35.0,1016.6,2020-12-27
-10.3,-15.0,-5.5,4.6,240.0,354.0,17.9,46.0,1014.0,2020-12-28
-11.2,-15.9,-6.5,0.0,280.0,245.0,11.2,32.0,1030.5,2020-12-29
-4.5,-8.6,-0.4,2.5,280.0,172.0,21.9,52.0,1011.3,2020-12-30
-4.5,-5.6,-3.3,0.0,300.0,263.0,14.1,35.0,1019.9,2020-12-31
-3.4,-4.8,-2.0,0.0,300.0,177.0,11.9,45.0360435875943,1025.7,2021-01-01
-3.9,-5.3,-2.4,0.0,300.0,307.0,11.1,45.0360435875943,1016.9,2021-01-02
-2.9,-4.3,-1.4,0.0,300.0,191.0,13.6,45.0360435875943,1015.7,2021-01-03
-1.7,-3.2,-0.6,0.0,300.0,209.0,17.5,33.0,1014.8,2021-01-04
-1.6,-2.5,-0.6,0.0,300.0,127.0,8.3,45.0360435875943,1017.2,2021-01-05
-3.6,-6.2,-0.9,0.0,300.0,351.0,13.7,32.0,1027.2,2021-01-06
-10.1,-13.6,-5.9,0.0,150.0,13.0,18.4,34.0,1032.0,2021-01-07
-9.6,-15.0,-4.1,0.0,300.0,10.0,15.8,42.0,1027.7,2021-01-08
-9.7,-12.8,-6.5,0.0,270.0,359.0,12.3,32.0,1025.9,2021-01-09
-7.8,-11.7,-3.9,0.0,270.0,241.0,8.0,45.0360435875943,1025.6,2021-01-10
-3.3,-4.3,-2.2,0.0,270.0,230.0,16.1,41.0,1018.9,2021-01-11
-2.6,-4.1,-1.1,0.2,270.0,211.0,11.4,45.0360435875943,1015.5,2021-01-12
-0.9,-1.3,-0.5,0.0,270.0,213.0,17.3,37.0,1006.6,2021-01-13
-1.4,-2.4,-0.4,0.0,250.0,59.0,10.5,45.0360435875943,1009.2,2021-01-14
-0.1,-1.2,1.1,0.8,200.0,95.0,19.8,37.0,1009.7,2021-01-15
-3.0,-5.5,-0.4,4.4,220.0,22.0,15.2,42.0,1000.7,2021-01-16
-9.8,-13.9,-5.6,0.4,260.0,340.0,17.9,37.0,1003.6,2021-01-17
-14.8,-18.7,-10.9,0.0,270.0,39.0,10.8,45.0360435875943,1011.8,2021-01-18
-12.4,-18.4,-6.3,0.6,270.0,5.0,10.0,32.0,1014.5,2021-01-19
-14.2,-20.5,-7.8,1.6,270.0,99.0,14.6,42.0,1016.9,2021-01-20
-4.4,-8.8,0.0,0.6,290.0,254.0,21.7,59.0,994.6,2021-01-21
-13.7,-18.1,-9.3,0.0,290.0,338.0,18.8,42.0,1011.3,2021-01-22
-16.9,-21.0,-12.8,0.0,290.0,325.0,9.3,45.0360435875943,1027.0,2021-01-23
-13.2,-15.8,-10.6,1.4,290.0,121.0,9.5,45.0360435875943,1025.7,2021-01-24
-8.9,-13.6,-4.2,0.8,330.0,324.0,8.2,45.0360435875943,1019.8,2021-01-25
-11.7,-14.7,-8.6,0.0,330.0,22.0,21.9,41.0,1019.5,2021-01-26
-15.0,-20.5,-9.4,0.0,330.0,348.0,13.0,45.0360435875943,1026.7,2021-01-27
-18.8,-22.3,-15.3,0.0,330.0,320.0,13.2,32.0,1032.1,2021-01-28
-16.1,-20.4,-11.7,0.0,300.0,325.0,12.7,45.0360435875943,1029.6,2021-01-29
-17.1,-23.3,-10.8,0.0,300.0,22.0,9.6,45.0360435875943,1030.6,2021-01-30
-17.5,-22.8,-12.1,0.0,300.0,37.0,19.5,33.0,1029.7,2021-01-31
-13.5,-20.4,-6.5,0.0,300.0,35.0,19.4,37.0,1026.4,2021-02-01
-8.9,-14.6,-3.2,0.0,300.0,11.0,24.1,42.0,1021.8,2021-02-02
-7.3,-14.2,-0.4,0.0,300.0,348.0,18.0,41.0,1017.1,2021-02-03
-5.9,-13.1,1.3,0.0,280.0,143.0,14.0,41.0,1011.3,2021-02-04
-4.0,-9.2,-0.3,5.6,340.0,178.0,28.6,72.0,991.6,2021-02-05
-11.2,-13.2,-9.3,0.4,380.0,232.0,20.6,58.0,1006.3,2021-02-06
-14.6,-18.6,-10.6,0.0,380.0,246.0,12.3,33.0,1014.9,2021-02-07
-15.9,-21.1,-10.6,0.0,380.0,224.0,11.8,37.0,1024.8,2021-02-08
-14.6,-18.9,-10.2,0.0,380.0,222.0,11.1,37.0,1025.1,2021-02-09
-17.9,-25.2,-10.5,0.0,380.0,238.0,8.7,45.0360435875943,1027.5,2021-02-10
-20.0,-24.5,-15.5,0.0,390.0,33.0,16.5,37.0,1034.1,2021-02-11
-20.8,-25.4,-16.1,0.0,390.0,32.0,11.9,45.0360435875943,1035.8,2021-02-12
-20.8,-26.9,-15.8,0.2,390.0,35.0,16.1,45.0360435875943,1033.8,2021-02-13
-16.2,-22.7,-11.2,0.2,400.0,340.0,8.4,45.0360435875943,1028.0,2021-02-14
-15.4,-17.9,-12.2,0.0,400.0,330.0,15.0,39.0,1028.3,2021-02-15
-16.0,-19.8,-12.1,3.4,410.0,359.0,22.0,45.0,1018.8,2021-02-16
-15.0,-24.1,-5.8,0.0,280.0,258.0,11.3,33.0,1027.9,2021-02-17
-12.1,-18.6,-5.8,0.0,280.0,9.0,8.8,45.0360435875943,1031.8,2021-02-18
-10.6,-15.6,-5.6,0.0,400.0,37.0,8.3,45.0360435875943,1024.2,2021-02-19
-10.6,-17.1,-4.0,0.0,400.0,353.0,8.9,45.0360435875943,1024.5,2021-02-20
-8.7,-13.1,-4.3,0.6,400.0,196.0,16.2,42.0,1027.6,2021-02-21
-4.2,-7.0,-1.4,4.4,320.0,159.0,16.9,39.0,1003.8,2021-02-22
1.1,-1.9,4.1,6.6,390.0,249.0,18.1,45.0,998.3,2021-02-23
-6.4,-11.6,-1.1,5.9,400.0,10.0,16.0,48.0,1009.8,2021-02-24
-13.9,-19.0,-8.8,0.0,440.0,257.0,13.8,41.0,1024.2,2021-02-25
-5.8,-13.3,1.7,0.0,440.0,195.0,21.2,71.0,1023.5,2021-02-26
-2.5,-7.0,2.0,0.4,400.0,185.0,13.3,45.0360435875943,1015.1,2021-02-27
2.3,-2.5,7.0,3.3,380.0,165.0,20.9,72.0,1011.5,2021-02-28
-9.7,-20.8,1.4,0.0,290.0,313.0,28.2,61.0,1013.2,2021-03-01
-13.0,-23.4,-2.5,2.0,290.0,220.0,17.5,59.0,1019.7,2021-03-02
-6.2,-10.5,-1.8,0.0,330.0,344.0,14.9,35.0,1012.8,2021-03-03
-13.3,-17.9,-8.6,0.0,320.0,344.0,21.8,42.0,1025.2,2021-03-04
-10.2,-16.5,-3.8,0.0,320.0,323.0,25.3,61.0,1020.1,2021-03-05
-10.1,-14.7,-5.5,0.0,300.0,335.0,19.2,45.0,1023.9,2021-03-06
-15.2,-22.4,-8.0,0.0,300.0,263.0,10.3,45.0360435875943,1032.1,2021-03-07
-4.7,-13.2,3.8,0.2,300.0,190.0,17.9,35.0,1023.3,2021-03-08
2.0,-3.3,7.2,0.0,280.0,225.0,11.3,36.0,1026.8,2021-03-09
3.4,-0.9,7.6,6.4,240.0,175.0,22.8,52.0,1017.8,2021-03-10
4.3,-1.6,10.2,0.0,120.0,214.0,32.8,74.0,1005.8,2021-03-11
-5.4,-12.2,1.4,0.0,30.0,290.0,24.0,64.0,1021.3,2021-03-12
-6.3,-13.5,0.9,0.0,30.0,243.0,14.8,51.0,1024.8,2021-03-13
-7.1,-12.2,-1.9,0.0,30.0,341.0,25.3,69.0,1028.2,2021-03-14
-9.5,-15.7,-3.2,0.0,30.0,20.0,12.1,32.0,1034.0,2021-03-15
-2.4,-9.2,4.5,0.0,30.0,206.0,9.1,45.0360435875943,1021.0,2021-03-16
-0.9,-4.8,3.1,0.0,30.0,223.0,10.5,31.0,1018.0,2021-03-17
-4.2,-8.0,-0.3,0.0,20.0,8.0,23.3,54.0,1024.0,2021-03-18
-2.9,-10.7,4.9,0.0,20.0,256.0,14.5,44.0,1032.1,2021-03-19
3.7,-4.8,12.1,0.0,20.0,220.0,18.5,44.0,1030.7,2021-03-20
4.9,-2.5,12.2,0.0,20.0,198.0,20.7,48.0,1028.6,2021-03-21
7.7,0.6,14.8,0.0,265.78512396694214,193.0,22.5,57.0,1020.2,2021-03-22
9.6,3.6,15.6,0.0,265.78512396694214,132.0,9.4,45.0360435875943,1019.4,2021-03-23
7.6,2.6,12.6,6.2,265.78512396694214,111.0,17.7,45.0,1010.8,2021-03-24
3.1,-1.1,7.2,0.4,265.78512396694214,228.0,18.0,48.0,1010.1,2021-03-25
-2.6,-4.3,-0.9,0.0,265.78512396694214,10.0,24.8,56.0,1013.6,2021-03-26
-0.6,-2.8,2.4,0.0,265.78512396694214,199.0,9.1,45.0360435875943,1018.8,2021-03-27
-3.0,-6.0,0.0,26.6,30.0,22.0,22.3,69.0,1002.6,2021-03-28
-5.2,-10.8,0.5,0.0,140.0,258.0,18.1,45.0,1018.7,2021-03-29
4.9,-2.9,12.7,1.1,20.0,187.0,34.3,90.0,1008.5,2021-03-30
-0.8,-6.4,4.8,0.5,0.0,289.0,17.4,43.0,1013.2,2021-03-31
-6.2,-11.8,-0.5,0.0,265.78512396694214,2.0,27.0,56.0,1027.1,2021-04-01
-3.5,-11.8,4.9,0.0,265.78512396694214,342.0,12.0,35.0,1030.2,2021-04-02
1.6,-5.4,8.6,0.0,265.78512396694214,204.0,16.6,53.0,1021.6,2021-04-03
5.8,-2.0,13.6,0.0,265.78512396694214,18.0,12.9,36.0,1021.5,2021-04-04
6.6,-0.6,13.7,0.0,265.78512396694214,70.0,12.0,45.0360435875943,1021.5,2021-04-05
6.3,1.9,10.7,0.0,265.78512396694214,139.0,15.1,39.0,1016.8,2021-04-06
12.4,4.8,20.0,0.0,265.78512396694214,125.0,12.4,45.0360435875943,1015.8,2021-04-07
16.2,8.4,24.0,0.0,265.78512396694214,136.0,15.8,35.0,1012.4,2021-04-08
13.7,10.6,16.7,3.7,265.78512396694214,128.0,17.8,37.0,1010.0,2021-04-09
14.8,9.6,20.0,0.0,265.78512396694214,181.0,15.2,36.0,1006.7,2021-04-10
15.0,9.1,20.8,3.3,265.78512396694214,85.0,18.5,46.0,1000.7,2021-04-11
11.0,7.4,14.6,0.4,265.78512396694214,87.0,16.6,40.0,1008.1,2021-04-12
7.3,3.4,11.1,3.3,265.78512396694214,160.0,16.4,32.0,1016.0,2021-04-13
7.4,0.8,14.0,0.0,265.78512396694214,159.0,13.6,38.0,1015.2,2021-04-14
2.9,1.0,4.8,6.2,0.0,343.0,12.9,43.0,1010.0,2021-04-15
2.6,0.0,5.1,2.5,10.0,0.0,21.3,47.0,1010.9,2021-04-16
5.3,0.0,11.7,0.0,265.78512396694214,356.0,13.9,49.0,1011.5,2021-04-17
8.1,4.2,11.9,1.1,265.78512396694214,9.0,9.3,41.0,1009.7,2021-04-18
5.8,-1.1,12.7,0.4,265.78512396694214,195.0,16.4,57.0,1005.9,2021-04-19
-3.3,-7.2,0.7,0.2,265.78512396694214,292.0,21.0,44.0,1011.5,2021-04-20
-5.0,-10.1,0.1,0.0,265.78512396694214,344.0,15.1,32.0,1016.5,2021-04-21
0.8,-5.4,7.0,0.0,265.78512396694214,294.0,14.9,43.0,1011.9,2021-04-22
7.4,-2.6,17.3,0.0,265.78512396694214,240.0,16.5,53.0,1010.3,2021-04-23
10.2,4.3,16.0,0.2,265.78512396694214,242.0,14.8,41.0,1010.1,2021-04-24
-0.1,-6.0,5.8,2.4,265.78512396694214,314.0,23.3,49.0,1012.2,2021-04-25
0.1,-8.2,8.4,0.0,265.78512396694214,7.0,10.1,35.0,1023.0,2021-04-26
7.2,0.8,13.5,1.3,265.78512396694214,103.0,13.4,33.0,1015.3,2021-04-27
5.2,2.2,8.1,18.7,265.78512396694214,30.0,16.1,41.0,1013.5,2021-04-28
10.3,2.5,18.0,0.3,265.78512396694214,3.0,10.8,36.0,1007.5,2021-04-29
4.0,-2.5,10.4,1.4,265.78512396694214,329.0,31.0,84.0,1007.8,2021-04-30
1.4,-4.6,7.3,0.2,265.78512396694214,203.0,19.0,55.0,1011.6,2021-05-01
7.4,0.3,14.4,0.0,265.78512396694214,26.0,12.4,46.0,1006.9,2021-05-02
5.4,3.1,7.6,6.3,265.78512396694214,61.0,19.4,36.0,1011.3,2021-05-03
5.3,3.7,7.0,16.0,265.78512396694214,55.0,15.4,41.0,1007.2,2021-05-04
4.3,-0.6,9.2,0.5,265.78512396694214,345.0,17.3,43.0,1012.1,2021-05-05
4.5,-0.9,9.9,0.5,265.78512396694214,279.0,9.3,42.0,1017.3,2021-05-06
4.4,-1.3,10.1,0.0,265.78512396694214,261.0,9.9,32.0,1014.2,2021-05-07
5.3,-0.5,11.0,0.0,265.78512396694214,350.0,12.5,33.0,1015.6,2021-05-08
6.4,0.0,12.7,0.0,265.78512396694214,286.0,11.4,44.0,1014.4,2021-05-09
5.1,0.2,10.0,1.1,265.78512396694214,344.0,14.8,39.0,1014.9,2021-05-10
6.0,0.2,11.7,2.4,265.78512396694214,327.0,18.1,63.0,1019.0,2021-05-11
9.3,0.4,18.1,0.0,265.78512396694214,330.0,13.6,45.0,1025.3,2021-05-12
12.5,4.2,20.7,0.0,265.78512396694214,301.0,10.0,32.0,1024.8,2021-05-13
12.9,3.9,21.9,0.0,265.78512396694214,248.0,13.0,39.0,1021.9,2021-05-14
14.5,8.2,20.8,0.7,265.78512396694214,260.0,12.9,59.0,1021.5,2021-05-15
14.8,7.0,22.5,0.0,265.78512396694214,230.0,13.0,43.0,1022.0,2021-05-16
14.0,6.2,21.7,1.5,265.78512396694214,203.0,16.2,49.0,1022.6,2021-05-17
18.1,8.6,27.6,0.0,265.78512396694214,241.0,11.5,41.0,1023.8,2021-05-18
18.4,11.1,25.6,0.0,265.78512396694214,208.0,14.3,44.0,1025.2,2021-05-19
21.7,15.0,28.4,0.0,265.78512396694214,201.0,17.6,43.0,1025.1,2021-05-20
23.1,17.0,29.2,0.0,265.78512396694214,212.0,17.0,49.0,1025.1,2021-05-21
22.5,16.9,28.0,0.5,265.78512396694214,239.0,13.3,37.0,1019.8,2021-05-22
12.3,4.5,20.1,2.9,265.78512396694214,25.0,22.2,54.0,1023.0,2021-05-23
12.6,4.1,21.1,0.0,265.78512396694214,164.0,16.8,45.0,1022.7,2021-05-24
18.8,11.9,25.7,16.5,265.78512396694214,208.0,20.0,45.0,1010.6,2021-05-25
13.4,4.3,22.5,0.0,265.78512396694214,246.0,23.2,53.0,1007.0,2021-05-26
6.0,1.9,10.1,0.0,265.78512396694214,18.0,18.9,43.0,1023.3,2021-05-27
6.8,0.2,13.3,0.0,265.78512396694214,42.0,18.3,42.0,1024.3,2021-05-28
9.8,2.6,17.0,0.0,265.78512396694214,34.0,15.4,35.0,1024.4,2021-05-29
11.8,2.9,20.6,0.0,265.78512396694214,165.0,11.9,39.0,1024.4,2021-05-30
14.3,6.9,21.6,0.0,265.78512396694214,238.0,14.9,45.0,1021.7,2021-05-31
15.4,7.4,23.1,0.0,265.78512396694214,244.0,12.8,37.0,1019.9,2021-06-01
16.6,9.0,24.2,0.0,265.78512396694214,217.0,14.9,46.0,1017.7,2021-06-02
17.2,10.4,24.0,0.0,265.78512396694214,216.0,17.5,52.0,1009.8,2021-06-03
19.1,10.7,27.5,0.0,265.78512396694214,234.0,14.0,45.0,1007.6,2021-06-04
18.3,14.5,22.4,1.2,265.78512396694214,222.0,13.7,32.0,1005.9,2021-06-05
22.7,14.0,31.3,0.0,265.78512396694214,198.0,17.1,50.0,1009.2,2021-06-06
23.3,15.5,31.0,0.0,265.78512396694214,215.0,20.5,51.0,1010.6,2021-06-07
24.6,18.4,30.8,15.8,265.78512396694214,249.0,9.0,73.0,1014.3,2021-06-08
19.1,13.4,24.8,16.1,265.78512396694214,40.0,19.6,39.0,1020.6,2021-06-09
17.3,10.6,24.0,6.3,265.78512396694214,81.0,15.0,37.0,1020.0,2021-06-10
15.7,11.9,19.4,0.7,265.78512396694214,56.0,13.0,34.0,1015.7,2021-06-11
16.4,10.9,21.9,0.0,265.78512396694214,46.0,11.5,45.0360435875943,1013.1,2021-06-12
19.6,13.2,25.9,11.6,265.78512396694214,251.0,10.2,58.0,1009.4,2021-06-13
17.2,12.7,21.6,4.0,265.78512396694214,329.0,17.5,45.0,1009.0,2021-06-14
14.3,8.7,19.3,0.0,265.78512396694214,4.0,24.5,49.0,1015.5,2021-06-15
13.8,3.6,21.0,0.0,265.78512396694214,337.0,14.5,45.0,1017.0,2021-06-16
15.2,5.8,24.6,0.0,265.78512396694214,243.0,17.0,54.0,1012.2,2021-06-17
19.6,14.0,25.1,0.0,265.78512396694214,211.0,20.3,54.0,1003.1,2021-06-18
17.6,11.3,23.9,0.0,265.78512396694214,316.0,12.9,39.0,1004.5,2021-06-19
17.3,10.7,23.8,0.0,265.78512396694214,214.0,16.2,44.0,1005.3,2021-06-20
12.6,4.5,20.6,17.0,265.78512396694214,288.0,19.0,54.0,997.7,2021-06-21
8.0,1.6,14.4,1.8,265.78512396694214,263.0,9.3,32.0,1011.9,2021-06-22
12.6,5.9,19.3,0.0,265.78512396694214,215.0,17.6,50.0,1016.7,2021-06-23
17.6,14.5,20.7,0.5,265.78512396694214,198.0,28.6,55.0,1015.4,2021-06-24
18.6,14.9,22.2,5.0,265.78512396694214,187.0,17.6,41.0,1014.3,2021-06-25
19.9,16.9,22.9,21.2,265.78512396694214,189.0,11.4,33.0,1010.6,2021-06-26
19.5,17.4,21.6,6.9,265.78512396694214,40.0,12.3,45.0,1009.5,2021-06-27
21.5,17.3,25.6,1.6,265.78512396694214,48.0,10.3,32.0,1017.6,2021-06-28
19.9,16.9,22.8,0.2,265.78512396694214,218.0,12.0,45.0360435875943,1019.2,2021-06-29
19.7,13.6,25.7,9.9,265.78512396694214,303.0,12.5,58.0,1013.9,2021-06-30
13.8,12.1,15.5,1.2,265.78512396694214,6.0,17.9,40.0,1015.9,2021-07-01
17.5,11.6,23.4,0.0,265.78512396694214,6.0,16.0,38.0,1014.8,2021-07-02
20.6,14.5,26.7,0.0,265.78512396694214,210.0,11.8,36.0,1009.4,2021-07-03
19.8,12.7,26.9,0.0,265.78512396694214,192.0,14.6,38.0,1011.0,2021-07-04
21.0,16.6,25.4,0.8,265.78512396694214,205.0,16.5,42.0,1009.0,2021-07-05
19.6,13.2,26.0,3.0,265.78512396694214,312.0,16.8,46.0,1011.4,2021-07-06
14.9,11.7,18.1,0.0,265.78512396694214,42.0,18.2,36.0,1018.0,2021-07-07
13.3,10.5,16.1,0.0,265.78512396694214,64.0,19.0,40.0,1015.5,2021-07-08
17.3,10.3,24.2,0.0,265.78512396694214,29.0,11.2,37.0,1014.7,2021-07-09
18.5,10.0,26.9,0.0,265.78512396694214,214.0,11.5,49.0,1016.6,2021-07-10
19.6,11.6,27.5,0.0,265.78512396694214,323.0,8.4,45.0360435875943,1017.1,2021-07-11
21.8,15.3,28.3,0.0,265.78512396694214,64.0,11.0,45.0360435875943,1020.1,2021-07-12
21.3,17.8,24.7,24.6,265.78512396694214,146.0,11.6,40.0,1016.1,2021-07-13
21.7,16.9,26.4,11.0,265.78512396694214,249.0,12.4,42.0,1014.8,2021-07-14
17.1,12.8,21.3,13.2,265.78512396694214,177.0,16.4,44.0,1011.4,2021-07-15
19.2,11.2,27.1,0.0,265.78512396694214,273.0,9.2,45.0360435875943,1016.7,2021-07-16
21.6,14.1,29.1,0.0,265.78512396694214,342.0,10.3,45.0360435875943,1018.8,2021-07-17
22.6,16.6,28.6,0.0,265.78512396694214,347.0,9.0,32.0,1019.6,2021-07-18
23.8,16.8,30.8,0.0,265.78512396694214,295.0,9.5,61.0,1016.5,2021-07-19
14.5,10.0,18.9,3.7,265.78512396694214,28.0,20.0,49.0,1015.9,2021-07-20
16.8,10.5,23.0,0.0,265.78512396694214,1.0,13.4,39.0,1019.4,2021-07-21
17.5,10.9,24.1,0.0,265.78512396694214,295.0,9.9,35.0,1021.1,2021-07-22
18.9,11.2,26.6,0.0,265.78512396694214,229.0,10.3,36.0,1020.4,2021-07-23
16.7,14.6,18.7,33.6,265.78512396694214,169.0,18.0,46.0,1010.6,2021-07-24
20.7,15.3,26.1,0.0,265.78512396694214,258.0,11.4,37.0,1007.0,2021-07-25
19.4,13.4,25.4,4.0,265.78512396694214,330.0,11.4,33.0,1011.8,2021-07-26
18.7,14.5,22.8,0.0,265.78512396694214,60.0,11.7,45.0360435875943,1014.5,2021-07-27
18.1,12.3,23.9,1.8,265.78512396694214,138.0,12.0,45.0360435875943,1017.1,2021-07-28
18.4,11.7,25.1,3.0,265.78512396694214,333.0,12.3,46.0,1010.0,2021-07-29
14.2,9.5,18.9,0.0,265.78512396694214,336.0,16.8,43.0,1017.0,2021-07-30
14.5,12.1,16.9,4.1,265.78512396694214,225.0,7.0,45.0360435875943,1013.9,2021-07-31
15.5,9.0,21.9,0.2,265.78512396694214,8.0,13.4,44.0,1013.2,2021-08-01
16.0,7.8,24.1,0.0,265.78512396694214,283.0,13.3,38.0,1016.6,2021-08-02
19.4,13.7,25.1,6.1,265.78512396694214,251.0,11.4,41.0,1015.6,2021-08-03
19.9,13.3,26.4,0.0,265.78512396694214,182.0,9.9,32.0,1018.1,2021-08-04
21.3,15.4,27.1,0.0,265.78512396694214,203.0,14.6,35.0,1017.2,2021-08-05
20.1,16.4,23.7,1.4,265.78512396694214,200.0,16.3,50.0,1014.6,2021-08-06
16.3,13.9,18.6,0.0,265.78512396694214,28.0,14.3,33.0,1016.3,2021-08-07
17.9,14.5,21.3,7.9,265.78512396694214,114.0,13.3,33.0,1015.5,2021-08-08
23.7,18.8,28.6,7.7,265.78512396694214,181.0,17.8,45.0,1013.9,2021-08-09
22.5,20.1,24.8,29.7,265.78512396694214,167.0,15.0,32.0,1011.2,2021-08-10
23.6,18.7,28.4,9.5,265.78512396694214,193.0,18.6,55.0,1007.1,2021-08-11
23.0,18.5,27.4,1.6,265.78512396694214,223.0,17.8,53.0,1007.1,2021-08-12
18.9,13.2,24.6,0.0,265.78512396694214,256.0,12.8,53.0,1013.2,2021-08-13
14.7,8.9,20.4,0.0,265.78512396694214,291.0,10.8,36.0,1021.3,2021-08-14
16.9,9.6,24.2,0.0,265.78512396694214,221.0,16.1,45.0,1023.3,2021-08-15
20.9,14.6,27.1,0.0,265.78512396694214,206.0,14.9,41.0,1020.1,2021-08-16
21.2,15.6,26.7,0.0,265.78512396694214,191.0,11.7,32.0,1017.9,2021-08-17
19.6,11.5,27.7,0.0,265.78512396694214,228.0,8.1,45.0360435875943,1019.2,2021-08-18
22.9,16.1,29.6,0.0,265.78512396694214,287.0,9.4,45.0360435875943,1016.7,2021-08-19
24.6,18.2,30.9,0.0,265.78512396694214,278.0,8.3,58.0,1013.6,2021-08-20
24.3,18.7,29.9,0.0,265.78512396694214,211.0,11.7,37.0,1011.9,2021-08-21
22.2,17.8,26.6,0.0,265.78512396694214,353.0,10.5,46.0,1013.2,2021-08-22
20.9,14.4,27.4,0.0,265.78512396694214,287.0,12.6,39.0,1012.1,2021-08-23
22.4,14.9,29.8,0.0,265.78512396694214,239.0,11.6,36.0,1012.7,2021-08-24
24.5,19.0,29.9,0.0,265.78512396694214,212.0,13.3,41.0,1014.7,2021-08-25
20.0,13.7,26.2,0.0,265.78512396694214,346.0,12.4,47.0,1019.3,2021-08-26
14.1,12.2,15.9,3.8,265.78512396694214,61.0,20.1,46.0,1025.4,2021-08-27
16.9,12.8,20.9,3.0,265.78512396694214,127.0,15.6,38.0,1020.5,2021-08-28
22.1,16.5,27.6,15.0,265.78512396694214,199.0,18.5,81.0,1012.5,2021-08-29
19.1,13.1,25.1,0.0,265.78512396694214,264.0,14.4,40.0,1007.8,2021-08-30
16.4,9.8,22.9,0.0,265.78512396694214,320.0,11.0,35.0,1010.8,2021-08-31
15.2,7.5,21.7,0.0,265.78512396694214,357.0,12.9,32.0,1015.0,2021-09-01
11.4,4.3,18.4,0.0,265.78512396694214,355.0,15.3,43.0,1019.6,2021-09-02
15.2,9.9,20.4,0.0,265.78512396694214,11.0,6.9,36.0,1021.1,2021-09-03
14.7,9.8,19.3,8.6,265.78512396694214,189.0,12.6,53.0,1014.2,2021-09-04
16.3,10.8,21.8,0.5,265.78512396694214,250.0,15.5,37.0,1003.2,2021-09-05
14.1,8.3,19.8,0.0,265.78512396694214,291.0,12.6,36.0,1007.5,2021-09-06
13.5,7.8,19.1,1.2,265.78512396694214,178.0,14.5,59.0,1007.6,2021-09-07
15.5,12.0,19.0,11.1,265.78512396694214,232.0,16.8,52.0,999.9,2021-09-08
14.3,8.6,19.9,0.0,265.78512396694214,331.0,13.8,37.0,1009.6,2021-09-09
14.1,7.6,20.6,0.0,265.78512396694214,292.0,9.6,57.0,1015.3,2021-09-10
17.3,11.2,23.4,31.4,265.78512396694214,214.0,17.0,67.0,1009.6,2021-09-11
13.7,8.5,18.8,0.0,265.78512396694214,267.0,11.0,34.0,1013.3,2021-09-12
13.2,8.9,17.4,0.0,265.78512396694214,16.0,10.8,45.0360435875943,1019.0,2021-09-13
14.2,8.4,19.9,11.2,265.78512396694214,145.0,19.3,55.0,1009.6,2021-09-14
14.2,7.3,21.0,0.0,265.78512396694214,259.0,11.4,32.0,1011.8,2021-09-15
14.6,7.4,21.8,0.0,265.78512396694214,223.0,15.2,44.0,1021.0,2021-09-16
