tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,time
18.4,11.8,25.0,0.0,265.78512396694214,197.0,23.0,56.0,1017.0,2021-09-17
12.7,6.4,18.9,0.0,265.78512396694214,10.0,8.9,45.0360435875943,1022.8,2021-09-18
13.5,6.3,20.7,0.0,265.78512396694214,186.0,14.0,40.0,1023.1,2021-09-19
17.3,10.1,24.4,0.0,265.78512396694214,164.0,18.6,37.0,1019.4,2021-09-20
14.0,8.6,19.4,21.4,265.78512396694214,201.0,27.0,65.0,1013.8,2021-09-21
8.1,7.0,9.2,1.7,265.78512396694214,21.0,30.7,66.0,1020.4,2021-09-22
8.0,6.4,9.6,9.0,265.78512396694214,35.0,31.8,77.0,1012.1,2021-09-23
11.0,8.7,13.3,5.1,265.78512396694214,185.0,16.6,48.0,1008.1,2021-09-24
10.5,8.2,13.1,10.2,265.78512396694214,189.0,16.3,49.0,1009.4,2021-09-25
10.3,6.5,14.9,0.2,265.78512396694214,226.0,13.2,38.0,1009.1,2021-09-26
9.7,3.0,16.4,0.3,265.78512396694214,354.0,13.8,33.0,1009.0,2021-09-27
9.5,1.4,17.6,0.0,265.78512396694214,309.0,11.9,44.0,1015.5,2021-09-28
9.9,4.4,15.4,0.0,265.78512396694214,5.0,13.3,40.0,1019.9,2021-09-29
8.4,5.7,11.1,0.0,265.78512396694214,31.0,8.8,45.0360435875943,1024.9,2021-09-30
11.2,5.8,16.4,0.0,265.78512396694214,219.0,13.6,35.0,1022.5,2021-10-01
14.9,13.1,16.7,19.3,265.78512396694214,248.0,9.4,45.0360435875943,1014.5,2021-10-02
12.9,12.0,13.7,1.2,265.78512396694214,61.0,17.3,45.0360435875943,1013.8,2021-10-03
14.5,10.4,18.6,0.0,265.78512396694214,69.0,13.8,31.0,1017.5,2021-10-04
13.3,7.1,19.4,0.0,265.78512396694214,49.0,9.8,45.0360435875943,1025.3,2021-10-05
13.7,7.8,19.6,0.0,265.78512396694214,160.0,8.3,45.0360435875943,1028.3,2021-10-06
14.3,7.8,20.7,0.0,265.78512396694214,255.0,5.8,45.0360435875943,1024.7,2021-10-07
15.2,8.7,21.6,0.0,265.78512396694214,108.0,10.7,45.0360435875943,1020.6,2021-10-08
14.9,13.3,16.5,28.9,265.78512396694214,142.0,11.4,45.0360435875943,1016.8,2021-10-09
16.6,15.8,17.4,3.4,265.78512396694214,173.0,16.5,42.0,1014.0,2021-10-10
18.3,15.1,21.5,0.0,265.78512396694214,171.0,23.3,53.0,1010.7,2021-10-11
18.1,15.5,20.6,17.6,265.78512396694214,160.0,15.9,49.0,1011.7,2021-10-12
16.7,13.2,20.1,0.9,265.78512396694214,227.0,9.5,45.0360435875943,1012.3,2021-10-13
15.2,13.3,18.9,10.7,265.78512396694214,171.0,14.1,37.0,1012.1,2021-10-14
14.0,9.5,18.5,1.7,265.78512396694214,250.0,8.3,45.0360435875943,1009.6,2021-10-15
9.8,6.5,12.7,0.8,265.78512396694214,311.0,13.3,32.0,1005.2,2021-10-16
8.4,4.5,12.2,0.0,265.78512396694214,300.0,16.7,51.0,1009.1,2021-10-17
6.4,1.9,11.4,0.0,265.78512396694214,312.0,14.1,33.0,1015.5,2021-10-18
12.4,1.7,23.0,0.0,265.78512396694214,251.0,13.1,36.0,1013.4,2021-10-19
8.4,4.8,11.9,0.0,265.78512396694214,342.0,12.6,45.0360435875943,1015.4,2021-10-20
1.9,-1.1,4.9,12.3,0.0,18.0,21.0,48.0,1011.5,2021-10-21
2.1,-1.0,5.1,0.0,265.78512396694214,327.0,12.1,41.0,1016.1,2021-10-22
5.1,0.6,9.6,0.0,265.78512396694214,205.0,10.0,45.0360435875943,1015.0,2021-10-23
4.4,1.8,7.0,1.1,265.78512396694214,137.0,9.5,32.0,1017.4,2021-10-24
5.2,2.6,7.7,0.6,265.78512396694214,36.0,27.3,60.0,1019.3,2021-10-25
3.9,1.8,5.9,0.0,265.78512396694214,17.0,28.6,52.0,1017.3,2021-10-26
8.1,4.4,11.8,0.0,265.78512396694214,37.0,19.7,64.0,1018.8,2021-10-27
7.4,2.2,12.6,0.0,265.78512396694214,74.0,15.7,39.0,1015.9,2021-10-28
7.7,1.0,14.4,0.0,265.78512396694214,76.0,14.8,45.0360435875943,1011.4,2021-10-29
7.4,4.5,10.3,0.4,265.78512396694214,50.0,17.2,34.0,1007.3,2021-10-30
7.2,1.3,13.0,1.2,265.78512396694214,312.0,10.1,50.0,1002.7,2021-10-31
2.8,-2.1,7.6,0.0,265.78512396694214,251.0,19.8,46.0,1012.9,2021-11-01
0.5,-4.2,5.1,0.0,265.78512396694214,308.0,9.1,45.0360435875943,1019.2,2021-11-02
-3.3,-7.2,0.6,0.0,265.78512396694214,338.0,8.1,45.0360435875943,1026.3,2021-11-03
-1.1,-6.7,4.5,0.0,265.78512396694214,189.0,11.8,32.0,1026.1,2021-11-04
3.2,-2.4,8.7,0.0,265.78512396694214,212.0,19.6,45.0,1025.0,2021-11-05
6.2,3.2,9.2,0.0,265.78512396694214,200.0,26.0,54.0,1020.6,2021-11-06
8.6,4.6,12.5,1.6,265.78512396694214,222.0,14.8,39.0,1016.5,2021-11-07
9.4,3.8,15.0,0.0,265.78512396694214,198.0,18.8,37.0,1016.4,2021-11-08
4.6,-0.4,9.6,0.0,265.78512396694214,263.0,11.8,45.0360435875943,1020.4,2021-11-09
3.6,-1.8,8.9,0.0,265.78512396694214,270.0,13.9,37.0,1021.6,2021-11-10
2.2,-2.3,6.6,1.4,265.78512396694214,100.0,24.6,50.0,1017.3,2021-11-11
5.6,1.7,9.4,9.8,265.78512396694214,185.0,23.7,78.0,1005.2,2021-11-12
1.2,-2.9,5.2,1.3,265.78512396694214,228.0,14.3,37.0,1003.2,2021-11-13
-1.7,-4.0,0.6,0.0,265.78512396694214,203.0,10.9,45.0360435875943,1006.8,2021-11-14
-0.6,-4.0,2.9,0.0,0.0,317.0,11.7,35.0,1011.8,2021-11-15
-3.7,-6.0,-1.4,0.0,0.0,351.0,12.9,33.0,1020.2,2021-11-16
-1.6,-4.8,1.7,1.6,0.0,135.0,18.4,161.0,1012.4,2021-11-17
1.1,-1.7,3.8,0.0,265.78512396694214,249.0,17.2,114.0,1009.0,2021-11-18
-1.3,-3.1,1.6,0.0,0.0,281.0,16.5,44.0,1024.0,2021-11-19
0.2,-3.0,3.3,0.9,265.78512396694214,187.0,17.6,50.0,1022.9,2021-11-20
0.6,-2.3,3.5,9.3,265.78512396694214,186.0,17.5,65.0,1012.5,2021-11-21
-5.3,-8.2,-2.4,0.0,0.0,276.0,18.2,55.0,1010.2,2021-11-22
-5.0,-8.0,-2.0,0.0,265.78512396694214,273.0,12.6,45.0360435875943,1019.9,2021-11-23
0.4,-3.9,4.7,0.0,265.78512396694214,170.0,22.9,46.0,1016.1,2021-11-24
-2.2,-8.3,4.0,14.6,60.0,31.0,15.9,50.0,1012.0,2021-11-25
-12.5,-17.0,-7.9,3.0,80.0,347.0,21.8,53.0,1014.9,2021-11-26
-14.6,-20.1,-9.1,0.0,40.0,15.0,6.8,45.0360435875943,1017.0,2021-11-27
-10.4,-15.3,-6.4,0.0,60.0,49.0,4.1,45.0360435875943,1012.5,2021-11-28
-5.3,-7.3,-3.3,0.2,60.0,258.0,6.3,45.0360435875943,1015.5,2021-11-29
-3.9,-6.9,-0.8,1.8,60.0,173.0,13.4,48.0,1009.4,2021-11-30
-5.6,-10.2,0.2,1.2,90.0,193.0,16.0,56.0,1013.6,2021-12-01
-0.5,-7.0,3.4,4.4,50.0,271.0,27.5,70.0,998.3,2021-12-02
-12.1,-16.3,-7.8,0.4,50.0,285.0,10.3,45.0360435875943,1019.1,2021-12-03
-6.4,-11.2,-1.5,2.6,80.0,267.0,13.1,40.0,1015.5,2021-12-04
-9.6,-13.4,-5.8,1.3,70.0,85.0,13.1,48.0,1023.3,2021-12-05
-8.0,-15.3,-0.7,2.3,140.0,270.0,21.6,57.0,1000.0,2021-12-06
-17.7,-22.2,-13.2,0.0,160.0,270.0,12.3,32.0,1021.4,2021-12-07
-11.7,-16.9,-6.5,3.4,160.0,72.0,12.4,45.0360435875943,1015.8,2021-12-08
-14.1,-20.6,-7.6,2.0,220.0,95.0,15.1,48.0,1020.8,2021-12-09
-3.7,-7.7,0.3,1.2,260.0,170.0,13.9,41.0,1013.4,2021-12-10
1.3,-4.3,6.9,16.1,230.0,116.0,27.3,68.0,991.8,2021-12-11
-0.5,-4.1,3.2,0.0,180.0,229.0,26.3,58.0,1008.3,2021-12-12
2.5,-0.9,5.8,0.0,160.0,242.0,18.5,49.0,1015.2,2021-12-13
-2.8,-5.4,-0.2,0.0,160.0,53.0,11.3,45.0360435875943,1035.5,2021-12-14
-0.2,-4.2,3.8,3.2,160.0,145.0,21.6,40.0,1020.6,2021-12-15
4.2,-1.2,9.6,1.6,40.0,204.0,34.0,89.0,997.6,2021-12-16
-4.9,-8.5,-1.2,0.0,40.0,279.0,20.5,65.0,1018.0,2021-12-17
-11.3,-14.7,-7.9,1.2,40.0,42.0,15.8,45.0360435875943,1024.1,2021-12-18
-13.3,-16.0,-11.0,0.0,10.0,26.0,11.2,32.0,1027.9,2021-12-19
-5.0,-10.2,0.3,0.6,0.0,216.0,26.4,56.0,1013.8,2021-12-20
-9.7,-13.5,-5.8,6.8,10.0,69.0,15.7,37.0,1013.8,2021-12-21
-13.7,-21.9,-5.5,1.0,130.0,307.0,15.2,42.0,1007.6,2021-12-22
-15.3,-23.1,-7.5,0.8,110.0,136.0,12.8,45.0360435875943,1019.8,2021-12-23
-4.7,-7.5,-1.9,1.4,110.0,129.0,21.6,44.0,1011.8,2021-12-24
-0.7,-3.6,2.3,2.3,80.0,354.0,11.0,32.0,1002.3,2021-12-25
-7.8,-15.0,-2.7,0.0,40.0,0.0,12.8,48.0,1020.5,2021-12-26
-13.5,-17.2,-9.7,3.5,50.0,67.0,20.3,49.0,1017.8,2021-12-27
-7.5,-10.2,-4.7,1.6,100.0,2.0,11.2,35.0,1009.1,2021-12-28
-6.7,-11.4,-1.9,0.6,70.0,102.0,14.3,45.0360435875943,1012.1,2021-12-29
-7.1,-9.9,-4.2,0.0,90.0,12.0,7.5,45.0360435875943,1015.1,2021-12-30
-4.6,-9.3,0.2,0.0,90.0,188.0,13.7,32.0,1009.8,2021-12-31
-9.9,-16.9,-2.8,0.0,80.0,8.0,17.5,48.0,1014.5,2022-01-01
-17.9,-20.9,-14.8,0.0,80.0,6.0,12.9,36.0,1022.0,2022-01-02
-14.0,-22.2,-5.8,0.9,80.0,171.0,13.7,31.0,1025.2,2022-01-03
-4.9,-6.3,-3.4,0.0,90.0,190.0,12.0,45.0360435875943,1017.2,2022-01-04
-8.7,-14.0,-3.5,7.0,90.0,40.0,29.7,65.0,1002.1,2022-01-05
-18.1,-20.5,-15.6,1.8,180.0,7.0,23.5,53.0,1015.0,2022-01-06
-20.6,-24.2,-16.9,0.2,200.0,342.0,15.6,48.0,1023.4,2022-01-07
-13.9,-24.8,-2.9,1.4,120.0,169.0,21.8,62.0,1026.5,2022-01-08
-9.4,-16.7,-2.0,1.1,110.0,248.0,23.0,58.0,1011.1,2022-01-09
-23.8,-31.5,-16.1,0.0,110.0,312.0,15.2,46.0,1025.7,2022-01-10
-21.8,-32.8,-10.8,4.8,110.0,188.0,17.6,44.0,1028.6,2022-01-11
-10.6,-16.7,-3.5,0.0,120.0,338.0,17.1,37.0,1013.0,2022-01-12
-15.1,-19.2,-11.2,1.6,130.0,0.0,10.8,60.0,1017.4,2022-01-13
-25.4,-29.5,-19.1,0.0,140.0,18.0,24.0,54.0,1034.3,2022-01-14
-26.2,-31.1,-21.2,0.0,140.0,345.0,12.0,41.0,1038.3,2022-01-15
-17.0,-25.6,-8.3,0.0,120.0,170.0,18.0,39.0,1019.7,2022-01-16
-12.4,-17.9,-6.9,0.0,120.0,11.0,21.0,52.0,1004.1,2022-01-17
-19.9,-25.5,-14.2,4.8,120.0,22.0,12.7,45.0,1016.1,2022-01-18
-13.9,-24.2,-3.5,5.5,230.0,282.0,22.6,55.0,1007.5,2022-01-19
-24.9,-29.4,-20.3,0.0,240.0,298.0,12.1,46.0,1034.2,2022-01-20
-19.5,-29.1,-9.9,0.6,230.0,194.0,14.9,36.0,1036.7,2022-01-21
-12.1,-18.8,-5.4,3.6,230.0,213.0,29.8,58.0,1015.0,2022-01-22
-22.7,-28.1,-17.2,0.0,300.0,269.0,11.8,45.0,1014.7,2022-01-23
-15.8,-21.1,-10.4,1.8,300.0,155.0,11.1,46.0,1007.8,2022-01-24
-23.5,-28.9,-18.1,0.0,310.0,316.0,11.6,45.0,1021.3,2022-01-25
-21.5,-34.8,-8.2,0.2,300.0,134.0,16.6,67.0,1028.2,2022-01-26
-13.3,-21.4,-5.2,6.0,300.0,240.0,30.4,73.0,1014.3,2022-01-27
-23.0,-28.3,-17.6,0.0,200.0,247.0,9.0,35.0,1029.9,2022-01-28
-20.5,-29.1,-11.9,0.0,170.0,174.0,8.6,45.0360435875943,1024.7,2022-01-29
-14.0,-19.2,-8.8,0.0,170.0,263.0,10.0,43.0,1016.6,2022-01-30
-11.3,-15.2,-7.3,0.0,180.0,110.0,9.8,45.0360435875943,1024.5,2022-01-31
-3.9,-9.7,1.1,1.2,190.0,170.0,31.3,74.0,1016.8,2022-02-01
-5.6,-12.8,1.7,0.0,250.0,286.0,16.3,49.0,1020.1,2022-02-02
-18.9,-24.9,-12.8,0.0,240.0,6.0,14.4,45.0,1035.2,2022-02-03
-21.5,-27.3,-15.7,0.0,180.0,27.0,17.3,34.0,1031.6,2022-02-04
-21.2,-29.3,-13.0,0.2,180.0,240.0,11.2,37.0,1031.3,2022-02-05
-9.5,-14.5,-4.4,8.2,230.0,170.0,19.6,41.0,1021.0,2022-02-06
-4.5,-5.3,-3.6,7.2,360.0,89.0,12.1,45.0360435875943,1017.3,2022-02-07
-6.5,-10.3,-4.5,0.2,340.0,269.0,10.3,32.0,1014.1,2022-02-08
-3.7,-7.6,0.2,0.0,340.0,166.0,22.4,42.0,1003.6,2022-02-09
-3.6,-7.1,-0.1,0.8,340.0,254.0,15.8,36.0,1004.1,2022-02-10
-7.6,-15.5,0.4,10.6,340.0,173.0,21.1,69.0,1000.0,2022-02-11
-22.0,-28.5,-15.5,1.4,480.0,5.0,22.3,63.0,1023.2,2022-02-12
-24.1,-30.4,-17.8,0.0,440.0,28.0,12.6,45.0360435875943,1030.7,2022-02-13
-21.5,-30.4,-12.6,0.0,440.0,249.0,11.6,35.0,1027.3,2022-02-14
-16.1,-21.1,-11.1,0.0,310.0,224.0,9.5,37.0,1033.6,2022-02-15
-3.5,-11.2,4.3,6.5,310.0,182.0,25.0,54.0,1011.9,2022-02-16
-7.4,-15.8,1.1,0.0,230.0,347.0,22.1,46.0,1012.9,2022-02-17
-19.2,-25.1,-13.3,2.6,220.0,37.0,17.8,44.0,1016.4,2022-02-18
-14.8,-18.0,-11.6,0.2,260.0,287.0,23.0,72.0,1012.0,2022-02-19
-8.2,-15.9,-0.4,2.4,280.0,210.0,27.4,76.0,1010.4,2022-02-20
-13.1,-18.5,-7.7,2.8,290.0,27.0,27.3,50.0,1029.0,2022-02-21
-16.3,-17.2,-15.3,19.1,320.0,33.0,33.8,60.0,1019.7,2022-02-22
-16.4,-21.0,-11.8,0.6,500.0,340.0,17.8,45.0,1025.6,2022-02-23
-20.4,-28.2,-12.6,0.0,450.0,6.0,6.6,31.0,1037.7,2022-02-24
-13.6,-18.3,-8.8,0.0,450.0,57.0,14.2,32.0,1029.5,2022-02-25
-12.1,-19.1,-5.1,0.0,450.0,227.0,26.0,68.0,1021.6,2022-02-26
-10.0,-17.9,-4.5,0.0,450.0,307.0,21.0,52.0,1015.6,2022-02-27
-17.2,-26.1,-10.6,0.0,450.0,206.0,10.1,33.0,1027.3,2022-02-28
-9.0,-13.9,-4.1,2.0,470.0,73.0,10.3,47.0,1014.8,2022-03-01
-10.8,-16.4,-5.2,2.2,480.0,279.0,13.3,46.0,1016.3,2022-03-02
-16.7,-24.0,-9.3,0.0,340.0,282.0,12.2,44.0,1027.8,2022-03-03
-10.8,-19.4,-2.2,0.0,340.0,245.0,12.4,33.0,1028.2,2022-03-04
-8.6,-15.9,-1.2,7.1,340.0,98.0,14.1,39.0,1024.3,2022-03-05
-0.3,-2.5,3.0,18.0,430.0,184.0,17.6,176.0,1003.1,2022-03-06
-6.8,-9.7,-3.8,3.0,270.0,348.0,14.2,38.0,1010.9,2022-03-07
-7.6,-14.2,-1.0,0.0,290.0,228.0,18.0,50.0,1018.2,2022-03-08
-3.9,-8.8,1.0,0.8,290.0,204.0,23.3,50.0,1011.9,2022-03-09
-8.6,-13.3,-3.9,0.0,280.0,244.0,14.8,49.0,1019.8,2022-03-10
-10.4,-17.0,-3.7,0.0,280.0,189.0,12.0,31.0,1015.2,2022-03-11
-13.7,-17.8,-9.5,0.0,280.0,289.0,17.4,50.0,1008.9,2022-03-12
-11.5,-18.6,-4.3,0.8,280.0,214.0,15.8,42.0,1012.3,2022-03-13
-6.2,-10.9,-1.4,0.0,290.0,241.0,14.9,36.0,1021.4,2022-03-14
-4.6,-11.9,2.8,0.0,400.0,245.0,13.4,34.0,1023.9,2022-03-15
-0.3,-3.4,2.9,0.0,350.0,190.0,18.6,37.0,1018.0,2022-03-16
6.9,1.2,12.5,0.0,380.0,204.0,13.0,44.0,1009.9,2022-03-17
2.5,0.7,4.3,0.0,100.0,27.0,19.3,35.0,1017.8,2022-03-18
1.2,0.2,2.2,8.8,80.0,34.0,20.8,46.0,1007.8,2022-03-19
2.9,-1.2,7.0,0.2,80.0,311.0,17.0,45.0,1011.7,2022-03-20
0.1,-3.2,3.4,0.0,50.0,335.0,16.2,41.0,1022.4,2022-03-21
-2.8,-8.6,3.0,0.0,40.0,29.0,13.0,45.0360435875943,1028.4,2022-03-22
-0.2,-2.3,2.8,4.3,30.0,86.0,23.5,55.0,1019.8,2022-03-23
0.0,-1.6,1.6,13.2,110.0,43.0,14.3,35.0,1004.5,2022-03-24
0.6,-1.3,2.5,1.2,110.0,239.0,11.0,45.0,998.8,2022-03-25
-1.8,-8.4,1.0,0.0,90.0,323.0,19.9,64.0,997.9,2022-03-26
-13.1,-16.9,-9.2,0.0,90.0,332.0,24.0,71.0,1012.5,2022-03-27
-11.7,-17.7,-5.6,0.0,190.0,322.0,17.8,45.0,1020.3,2022-03-28
-8.5,-16.9,0.0,0.0,180.0,261.0,11.0,32.0,1025.0,2022-03-29
-5.6,-10.2,-1.0,12.6,100.0,145.0,19.5,52.0,1013.9,2022-03-30
1.7,-4.0,7.4,12.3,0.0,156.0,24.0,74.0,989.4,2022-03-31
-3.5,-5.7,-0.8,0.3,100.0,327.0,20.4,43.0,1007.8,2022-04-01
-2.4,-7.7,2.9,0.3,100.0,248.0,11.0,33.0,1018.0,2022-04-02
-0.1,-2.8,2.8,0.0,70.0,2.0,8.0,44.0,1015.5,2022-04-03
0.2,-5.1,5.5,0.0,50.0,189.0,8.2,36.0,1017.0,2022-04-04
2.1,-4.0,6.6,0.0,50.0,109.0,12.5,38.0,1014.6,2022-04-05
6.5,1.8,11.2,11.8,40.0,95.0,25.3,51.0,1007.9,2022-04-06
3.6,0.8,6.3,1.4,130.0,166.0,12.7,35.0,1001.4,2022-04-07
2.7,-1.2,6.6,0.2,40.0,217.0,10.7,40.0,1000.9,2022-04-08
-0.1,-2.2,2.1,0.2,0.0,278.0,9.9,47.0,1003.4,2022-04-09
3.0,-2.7,8.6,0.0,0.0,323.0,14.8,48.0,1012.1,2022-04-10
3.9,-2.5,10.3,0.0,0.0,181.0,22.3,60.0,1011.0,2022-04-11
6.8,-0.7,13.4,0.0,0.0,248.0,17.5,49.0,1015.2,2022-04-12
3.7,2.1,7.8,6.3,265.78512396694214,60.0,20.9,48.0,1011.2,2022-04-13
4.3,-0.9,9.4,7.7,265.78512396694214,190.0,28.0,71.0,1001.4,2022-04-14
-0.2,-3.6,2.3,0.8,10.0,218.0,23.5,60.0,1006.6,2022-04-15
-2.3,-6.6,2.0,0.2,0.0,261.0,15.0,48.0,1013.6,2022-04-16
-0.4,-6.1,5.3,0.0,0.0,16.0,11.5,45.0,1025.4,2022-04-17
1.7,-3.3,6.7,3.1,20.0,112.0,15.8,42.0,1022.2,2022-04-18
0.6,-1.5,2.6,6.0,80.0,0.0,23.5,66.0,1009.6,2022-04-19
2.1,-3.6,7.8,0.0,80.0,297.0,18.2,46.0,1024.7,2022-04-20
5.7,1.2,10.2,7.5,265.78512396694214,215.0,24.0,48.0,1015.6,2022-04-21
4.1,0.1,9.1,0.0,265.78512396694214,1.0,13.3,35.0,1031.7,2022-04-22
2.6,0.7,4.5,6.0,265.78512396694214,94.0,19.6,44.0,1027.2,2022-04-23
11.7,3.7,19.7,13.1,265.78512396694214,147.0,22.8,53.0,1014.1,2022-04-24
9.8,5.7,13.9,0.0,265.78512396694214,217.0,21.7,47.0,1010.7,2022-04-25
0.6,-4.5,5.7,2.9,0.0,335.0,11.0,56.0,1016.9,2022-04-26
-1.7,-7.8,4.4,0.0,265.78512396694214,357.0,20.3,46.0,1022.9,2022-04-27
1.5,-6.2,9.2,0.0,265.78512396694214,6.0,11.9,40.0,1027.2,2022-04-28
5.3,-3.3,13.9,0.0,265.78512396694214,9.0,8.8,45.0360435875943,1026.1,2022-04-29
7.5,-1.4,16.4,0.0,265.78512396694214,47.0,13.1,32.0,1023.7,2022-04-30
11.4,5.6,17.1,1.6,265.78512396694214,118.0,20.1,47.0,1015.1,2022-05-01
9.1,7.2,11.0,0.2,265.78512396694214,171.0,14.5,32.0,1012.9,2022-05-02
6.8,4.3,9.3,0.0,265.78512396694214,222.0,9.7,39.0,1017.0,2022-05-03
7.9,0.9,14.9,0.0,265.78512396694214,13.0,21.3,50.0,1021.4,2022-05-04
9.3,0.3,18.3,0.0,265.78512396694214,146.0,14.9,45.0,1021.0,2022-05-05
8.3,2.0,14.6,0.0,265.78512396694214,38.0,20.8,45.0,1018.4,2022-05-06
7.9,0.4,15.3,0.0,265.78512396694214,37.0,15.5,49.0,1019.7,2022-05-07
11.8,4.5,19.6,0.0,265.78512396694214,157.0,14.8,37.0,1021.3,2022-05-08
12.9,3.0,22.7,0.0,265.78512396694214,163.0,17.0,47.0,1023.1,2022-05-09
17.4,10.2,24.8,0.0,265.78512396694214,181.0,24.4,60.0,1023.0,2022-05-10
19.1,12.2,26.0,0.0,265.78512396694214,108.0,10.4,51.0,1024.1,2022-05-11
22.3,16.0,28.5,0.0,265.78512396694214,178.0,18.5,53.0,1021.4,2022-05-12
21.3,12.9,29.6,0.0,265.78512396694214,200.0,17.4,48.0,1017.4,2022-05-13
21.4,13.7,29.0,0.0,265.78512396694214,191.0,15.8,47.0,1012.4,2022-05-14
19.7,11.2,28.1,0.0,265.78512396694214,249.0,16.4,53.0,1007.1,2022-05-15
13.5,8.4,18.6,5.8,265.78512396694214,286.0,12.5,58.0,1005.4,2022-05-16
8.6,3.8,13.4,0.0,265.78512396694214,327.0,20.8,46.0,1010.5,2022-05-17
9.4,1.1,17.6,0.0,265.78512396694214,238.0,16.0,48.0,1013.2,2022-05-18
9.3,5.7,12.9,0.6,265.78512396694214,185.0,16.0,33.0,1004.4,2022-05-19
16.9,10.0,23.8,15.1,265.78512396694214,179.0,25.8,67.0,999.3,2022-05-20
15.0,9.3,20.7,0.0,265.78512396694214,263.0,13.0,57.0,1009.7,2022-05-21
9.5,4.8,14.1,4.3,265.78512396694214,0.0,12.5,45.0,1019.0,2022-05-22
7.1,1.3,12.9,0.0,265.78512396694214,296.0,7.5,45.0,1027.4,2022-05-23
10.5,2.9,18.1,0.0,265.78512396694214,228.0,11.3,37.0,1026.5,2022-05-24
11.8,5.4,18.2,6.4,265.78512396694214,152.0,9.4,36.0,1025.2,2022-05-25
14.8,10.3,19.3,11.9,265.78512396694214,171.0,19.1,43.0,1009.7,2022-05-26
13.4,8.9,17.8,0.2,265.78512396694214,321.0,13.9,46.0,1005.9,2022-05-27
14.3,7.1,21.4,0.0,265.78512396694214,303.0,11.3,46.0,1010.3,2022-05-28
15.8,8.5,23.1,0.0,265.78512396694214,212.0,12.8,42.0,1014.4,2022-05-29
19.4,14.1,24.7,0.0,265.78512396694214,185.0,18.6,46.0,1012.0,2022-05-30
21.5,13.8,29.2,3.8,265.78512396694214,189.0,17.0,50.0,1011.4,2022-05-31
17.9,11.8,24.0,0.3,265.78512396694214,250.0,14.8,56.0,1007.6,2022-06-01
15.4,10.2,20.5,0.0,265.78512396694214,332.0,11.0,46.0,1009.0,2022-06-02
13.9,7.9,19.8,0.0,265.78512396694214,226.0,14.9,42.0,1007.7,2022-06-03
11.6,5.9,16.0,0.5,265.78512396694214,291.0,16.9,52.0,1011.5,2022-06-04
13.8,5.3,22.2,0.0,265.78512396694214,248.0,11.6,38.0,1012.8,2022-06-05
11.5,8.5,13.0,9.4,265.78512396694214,143.0,17.5,41.0,1012.6,2022-06-06
12.7,10.1,15.3,4.1,265.78512396694214,310.0,13.7,60.0,1005.4,2022-06-07
15.4,8.1,22.6,0.0,265.78512396694214,260.0,11.2,50.0,1010.2,2022-06-08
15.0,10.6,19.4,17.0,265.78512396694214,295.0,9.0,50.0,1007.3,2022-06-09
15.7,9.6,21.7,0.3,265.78512396694214,266.0,12.8,55.0,1008.1,2022-06-10
15.5,7.8,23.2,3.7,265.78512396694214,216.0,14.0,49.0,1008.1,2022-06-11
13.4,8.7,18.0,5.2,265.78512396694214,291.0,12.0,54.0,1009.1,2022-06-12
14.3,6.7,21.8,0.0,265.78512396694214,304.0,9.0,45.0,1014.5,2022-06-13
18.3,9.5,27.1,0.0,265.78512396694214,259.0,8.0,31.0,1015.3,2022-06-14
18.9,14.5,23.2,22.4,265.78512396694214,156.0,17.1,60.0,1013.3,2022-06-15
20.8,14.5,27.0,0.0,265.78512396694214,216.0,23.1,60.0,1004.9,2022-06-16
14.2,7.9,20.4,0.0,265.78512396694214,280.0,25.3,75.0,1004.8,2022-06-17
12.5,5.2,19.8,0.0,265.78512396694214,351.0,25.6,61.0,1018.9,2022-06-18
11.7,3.1,20.2,0.0,265.78512396694214,328.0,11.7,40.0,1023.1,2022-06-19
14.4,11.1,17.6,0.0,265.78512396694214,200.0,14.2,36.0,1019.4,2022-06-20
20.3,13.0,27.5,0.0,265.78512396694214,205.0,16.8,38.0,1011.4,2022-06-21
22.6,16.3,28.8,0.0,265.78512396694214,258.0,15.4,55.0,1008.7,2022-06-22
18.2,9.9,26.4,0.0,265.78512396694214,313.0,11.4,49.0,1013.4,2022-06-23
19.7,12.1,27.3,0.0,265.78512396694214,211.0,15.1,37.0,1014.6,2022-06-24
22.1,13.4,30.8,0.0,265.78512396694214,184.0,13.4,41.0,1016.0,2022-06-25
18.5,12.3,24.7,0.0,265.78512396694214,216.0,20.4,61.0,1009.9,2022-06-26
12.7,8.1,17.3,0.0,265.78512396694214,278.0,15.3,42.0,1014.0,2022-06-27
14.3,6.3,22.3,6.9,265.78512396694214,223.0,21.4,56.0,1018.5,2022-06-28
16.1,11.2,20.9,0.0,265.78512396694214,320.0,9.6,45.0360435875943,1020.2,2022-06-29
16.5,10.6,22.3,2.5,265.78512396694214,192.0,18.7,52.0,1016.1,2022-06-30
18.6,10.8,26.3,2.7,265.78512396694214,248.0,17.5,50.0,1007.8,2022-07-01
16.6,9.7,23.5,0.0,265.78512396694214,263.0,16.5,59.0,1010.4,2022-07-02
16.6,8.5,24.6,0.0,265.78512396694214,280.0,11.4,44.0,1017.8,2022-07-03
16.8,9.1,24.4,1.7,265.78512396694214,251.0,11.9,32.0,1019.0,2022-07-04
15.2,12.6,17.8,13.7,265.78512396694214,72.0,10.3,32.0,1012.2,2022-07-05
